Tati,2023-05-28 10:44:17.080530,in
Tati,2023-05-28 10:44:57.208457,in
Tati,2023-05-28 11:10:07.295356,in
Tati,2023-05-28 11:35:25.176410,in
Tati,2023-05-28 11:35:35.452303,in
babe,2023-05-28 11:36:02.304359,in
Tati,2023-05-28 11:37:03.850110,out
Tati,2023-05-28 11:37:06.329908,out
Tati,2023-05-28 11:37:15.891619,in
